ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³Çâ(deg),Ç³¼Ó(m/s),°­¼ö·®(mm),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),½Àµµ(%)
752,¼­±¤,2021-03-10 08:00,10.5,17.3,5.6,0,,,45.1
752,¼­±¤,2021-03-10 09:00,11.2,357.4,7.4,0,,,44.5
752,¼­±¤,2021-03-10 10:00,12.6,358,5.5,0,,,43.2
752,¼­±¤,2021-03-10 11:00,14.3,.7,4.6,0,,,43.6
752,¼­±¤,2021-03-10 12:00,17.1,304,2.3,0,,,43.1
752,¼­±¤,2021-03-10 13:00,16.6,179.6,2.9,0,,,48.7
752,¼­±¤,2021-03-10 14:00,17.1,260,1.8,0,,,43.6
752,¼­±¤,2021-03-10 15:00,17,212.3,1.2,0,,,41
752,¼­±¤,2021-03-10 16:00,16.2,126.9,2.9,0,,,44.9
752,¼­±¤,2021-03-10 17:00,15.1,123.8,3,0,,,55.5
752,¼­±¤,2021-03-10 18:00,13.8,132.2,1.1,0,,,62.2
752,¼­±¤,2021-03-10 19:00,11.3,0,0,0,,,75.1
752,¼­±¤,2021-03-10 20:00,9.2,33.6,.9,0,,,84.1
752,¼­±¤,2021-03-10 21:00,8.8,47.3,1.6,0,,,84.7
752,¼­±¤,2021-03-10 22:00,8.5,38.7,2,0,,,86.3
752,¼­±¤,2021-03-10 23:00,8,56.4,2.1,0,,,85.5
752,¼­±¤,2021-03-11 00:00,7.2,0,.4,0,,,88.1
752,¼­±¤,2021-03-11 01:00,7.8,37.9,2.4,0,,,88.3
752,¼­±¤,2021-03-11 02:00,8.8,48.1,1.1,0,,,84.2
752,¼­±¤,2021-03-11 03:00,7.3,94.9,.9,0,,,84.3
752,¼­±¤,2021-03-11 04:00,6.3,38.2,1.6,0,,,88
752,¼­±¤,2021-03-11 05:00,7,46.4,2.2,0,,,89.1
752,¼­±¤,2021-03-11 06:00,7.7,31.7,2.1,0,,,85.7
752,¼­±¤,2021-03-11 07:00,8.1,56.8,1.1,0,,,79.2
752,¼­±¤,2021-03-11 08:00,9.6,40.6,.6,0,,,79
752,¼­±¤,2021-03-11 09:00,13,347.1,2,0,,,69.6
752,¼­±¤,2021-03-11 10:00,14,114.6,.6,0,,,57.6
752,¼­±¤,2021-03-11 11:00,16.2,130.4,3.3,0,,,48.9
752,¼­±¤,2021-03-11 12:00,16.9,134.9,3.2,0,,,60.5
752,¼­±¤,2021-03-11 13:00,17,126.6,4.1,0,,,61.1
752,¼­±¤,2021-03-11 14:00,16.8,131.3,4.2,0,,,65
752,¼­±¤,2021-03-11 15:00,16.5,121.4,4.3,0,,,67.9
752,¼­±¤,2021-03-11 16:00,15.9,134,3.9,0,,,72.2
752,¼­±¤,2021-03-11 17:00,15.5,122.4,3.4,0,,,73.7
752,¼­±¤,2021-03-11 18:00,14.9,115.7,3,0,,,73.6
752,¼­±¤,2021-03-11 19:00,13.4,101.8,2.9,1,,,88.1
752,¼­±¤,2021-03-11 20:00,13.2,89.1,2.4,1.5,,,89.5
752,¼­±¤,2021-03-11 21:00,13.6,95.6,2.9,3.5,,,90.4
752,¼­±¤,2021-03-11 22:00,13.1,119.9,2.7,2,,,94
752,¼­±¤,2021-03-11 23:00,12.8,91.7,3,5,,,94.1
752,¼­±¤,2021-03-12 00:00,13.4,101.5,3.2,5.5,,,93
752,¼­±¤,2021-03-12 01:00,12.8,254.6,1.5,3.5,,,93.8
752,¼­±¤,2021-03-12 02:00,12.7,133,2.2,1,,,95.4
752,¼­±¤,2021-03-12 03:00,12.6,97.9,.7,1,,,95.6
752,¼­±¤,2021-03-12 04:00,12.6,85.1,.5,1,,,96.5
752,¼­±¤,2021-03-12 05:00,12.6,0,.1,1,,,97.2
752,¼­±¤,2021-03-12 06:00,12.7,0,.2,.5,,,97.4
752,¼­±¤,2021-03-12 07:00,12.5,4.2,.7,0,,,97.5
752,¼­±¤,2021-03-12 08:00,12.3,13.9,2.7,0,,,96.2
752,¼­±¤,2021-03-12 09:00,12,358.6,4.8,.5,,,92.9
752,¼­±¤,2021-03-12 10:00,10.5,357.6,5.6,0,,,92.4
752,¼­±¤,2021-03-12 11:00,10,4.6,4.4,0,,,94
752,¼­±¤,2021-03-12 12:00,10.6,12.9,4.8,0,,,92.8
752,¼­±¤,2021-03-12 13:00,11.4,5.6,4.7,0,,,85.6
752,¼­±¤,2021-03-12 14:00,9.7,332.2,5.6,0,,,92.8
752,¼­±¤,2021-03-12 15:00,9.6,332.5,6.4,0,,,90.3
752,¼­±¤,2021-03-12 16:00,9.9,333.8,5.1,0,,,77.9
752,¼­±¤,2021-03-12 17:00,9.1,354.1,3.6,0,,,79.8
752,¼­±¤,2021-03-12 18:00,8.9,328.2,5.1,0,,,83.6
752,¼­±¤,2021-03-12 19:00,8.7,326.9,3.9,0,,,86.4
752,¼­±¤,2021-03-12 20:00,8.8,334.1,2.8,0,,,84.6
752,¼­±¤,2021-03-12 21:00,8.8,330.9,3.5,0,,,86.2
752,¼­±¤,2021-03-12 22:00,8.8,329.5,2.7,0,,,86.2
752,¼­±¤,2021-03-12 23:00,8.5,331.6,2.7,0,,,88.2
752,¼­±¤,2021-03-13 00:00,8.5,331,1.7,0,,,88.2
752,¼­±¤,2021-03-13 01:00,8.7,6.8,1.1,0,,,88.5
752,¼­±¤,2021-03-13 02:00,8.6,357,5.5,0,,,89.2
752,¼­±¤,2021-03-13 03:00,8.8,356.2,3.5,0,,,89.7
752,¼­±¤,2021-03-13 04:00,8.4,327.9,3,0,,,91.1
752,¼­±¤,2021-03-13 05:00,9.1,0,.3,0,,,90.7
752,¼­±¤,2021-03-13 06:00,9.2,14.2,1.3,0,,,88.9
752,¼­±¤,2021-03-13 07:00,8.7,339.4,2.6,0,,,86.2
752,¼­±¤,2021-03-13 08:00,10,358.7,2.7,0,,,82.2
752,¼­±¤,2021-03-13 09:00,12.7,30.1,1.7,0,,,68.5
752,¼­±¤,2021-03-13 10:00,12.3,5.1,2.9,0,,,72.1
752,¼­±¤,2021-03-13 11:00,13.1,11.7,3.6,0,,,66.9
752,¼­±¤,2021-03-13 12:00,12.4,9.5,3.5,0,,,70.1
752,¼­±¤,2021-03-13 13:00,14.3,323.8,4,0,,,64.7
752,¼­±¤,2021-03-13 14:00,13.8,332.2,4,0,,,56.6
752,¼­±¤,2021-03-13 15:00,13.2,329.1,3.8,0,,,60.5
752,¼­±¤,2021-03-13 16:00,13,354.5,2.7,0,,,58.7
752,¼­±¤,2021-03-13 17:00,11.9,8.9,3,0,,,64.9
752,¼­±¤,2021-03-13 18:00,10.2,1.8,2.2,0,,,73.1
752,¼­±¤,2021-03-13 19:00,9.2,11.4,1.6,0,,,76.9
752,¼­±¤,2021-03-13 20:00,9,355.4,2.2,0,,,77.3
752,¼­±¤,2021-03-13 21:00,8.2,1.4,2,0,,,75.4
752,¼­±¤,2021-03-13 22:00,8.1,353.2,1.5,0,,,72
752,¼­±¤,2021-03-13 23:00,7.6,354.3,2.6,0,,,86.3
752,¼­±¤,2021-03-14 00:00,8,6.3,2.4,0,,,64.4
752,¼­±¤,2021-03-14 01:00,7.4,5.2,1.6,0,,,63.2
752,¼­±¤,2021-03-14 02:00,7,7,2.2,0,,,66
752,¼­±¤,2021-03-14 03:00,8.4,3.3,2.9,0,,,58.7
752,¼­±¤,2021-03-14 04:00,8.3,343.1,4.3,0,,,85.4
752,¼­±¤,2021-03-14 05:00,8.2,6,3.4,0,,,90.6
752,¼­±¤,2021-03-14 06:00,8,353.1,2.6,0,,,90.3
752,¼­±¤,2021-03-14 07:00,7.7,359.4,4.8,0,,,90.1
752,¼­±¤,2021-03-14 08:00,9.1,347.6,4.5,0,,,81.3
752,¼­±¤,2021-03-14 09:00,11.2,.9,3.6,0,,,70.7
752,¼­±¤,2021-03-14 10:00,13.1,5.1,2.9,0,,,64.2
752,¼­±¤,2021-03-14 11:00,14.8,10.9,3,0,,,53
752,¼­±¤,2021-03-14 12:00,15.6,352.4,2.7,0,,,50.2
752,¼­±¤,2021-03-14 13:00,15,14.2,4,0,,,48.8
752,¼­±¤,2021-03-14 14:00,15.4,4.7,2.6,0,,,48.3
752,¼­±¤,2021-03-14 15:00,14.8,14.7,3.3,0,,,47.8
752,¼­±¤,2021-03-14 16:00,14.4,18.2,3.2,0,,,45.9
752,¼­±¤,2021-03-14 17:00,13.6,4.3,3.5,0,,,43.9
752,¼­±¤,2021-03-14 18:00,12.2,359.6,3.9,0,,,48.4
752,¼­±¤,2021-03-14 19:00,10.6,8.1,3.4,0,,,52.8
752,¼­±¤,2021-03-14 20:00,9.2,23.1,1.5,0,,,56.6
752,¼­±¤,2021-03-14 21:00,9,23,2.7,0,,,55.4
752,¼­±¤,2021-03-14 22:00,8.9,28.9,2.7,0,,,55.6
752,¼­±¤,2021-03-14 23:00,8.4,31.6,2.5,0,,,58.6
752,¼­±¤,2021-03-15 00:00,8,37.3,2.9,0,,,62.4
752,¼­±¤,2021-03-15 01:00,7.9,78.4,2,0,,,70.8
752,¼­±¤,2021-03-15 02:00,10.4,101.5,2.6,0,,,66.7
752,¼­±¤,2021-03-15 03:00,10.4,104.9,3,0,,,68.4
752,¼­±¤,2021-03-15 04:00,9.7,110.9,2.2,0,,,72.6
752,¼­±¤,2021-03-15 05:00,9.3,105.4,1.9,0,,,75.3
752,¼­±¤,2021-03-15 06:00,9.5,99.3,1.7,0,,,75.5
752,¼­±¤,2021-03-15 07:00,10.1,106.9,1.8,0,,,77.2
752,¼­±¤,2021-03-15 08:00,11.1,117.3,1.9,0,,,74.9
752,¼­±¤,2021-03-15 09:00,13.2,121.9,3.4,0,,,66.4
752,¼­±¤,2021-03-15 10:00,14.5,157.5,4,0,,,66.1
752,¼­±¤,2021-03-15 11:00,15.1,162.2,5,0,,,57.9
752,¼­±¤,2021-03-15 12:00,15.3,155.4,4.4,0,,,53.8
752,¼­±¤,2021-03-15 13:00,15.7,127,4.2,0,,,53.6
752,¼­±¤,2021-03-15 14:00,15.8,126.6,4.8,0,,,59.8
752,¼­±¤,2021-03-15 15:00,14.5,143.1,3.9,0,,,68.1
752,¼­±¤,2021-03-15 16:00,15.4,134.3,5.1,0,,,71.9
752,¼­±¤,2021-03-15 17:00,15,141.3,4.3,0,,,76.1
752,¼­±¤,2021-03-15 18:00,15,117.1,3.1,0,,,75.9
752,¼­±¤,2021-03-15 19:00,14.8,127.7,2.2,0,,,77.9
752,¼­±¤,2021-03-15 20:00,15.3,116.3,3.6,0,,,79.3
752,¼­±¤,2021-03-15 21:00,15.5,135.4,2.7,0,,,80.3
752,¼­±¤,2021-03-15 22:00,15.9,149.2,3.9,0,,,83.6
752,¼­±¤,2021-03-15 23:00,15.9,151.6,3.9,0,,,87
752,¼­±¤,2021-03-16 00:00,15.9,183.1,3.7,0,,,89.2
752,¼­±¤,2021-03-16 01:00,15.5,192.9,3.1,0,,,92.4
752,¼­±¤,2021-03-16 02:00,15.3,206.4,3.7,4,,,96.2
752,¼­±¤,2021-03-16 03:00,14.9,226.4,2.6,6,,,97.3
752,¼­±¤,2021-03-16 04:00,14.5,246.9,2.9,3.5,,,97.5
752,¼­±¤,2021-03-16 05:00,13.7,271.6,2.6,2,,,97.9
752,¼­±¤,2021-03-16 06:00,13.1,326.8,3.2,0,,,98.2
752,¼­±¤,2021-03-16 07:00,11.9,9.3,4.4,0,,,98.3
752,¼­±¤,2021-03-16 08:00,12.7,1.5,5.8,0,,,95.9
752,¼­±¤,2021-03-16 09:00,11.8,2.6,7.2,0,,,96.4
752,¼­±¤,2021-03-16 10:00,12.3,2.7,5.7,0,,,94
752,¼­±¤,2021-03-16 11:00,12.7,359,6,0,,,89.5
752,¼­±¤,2021-03-16 12:00,14.9,357.8,5.7,0,,,79.6
752,¼­±¤,2021-03-16 13:00,16.9,4.5,6.5,0,,,57.5
752,¼­±¤,2021-03-16 14:00,15.8,1.4,4.2,0,,,70.2
752,¼­±¤,2021-03-16 15:00,14.5,2.2,4.7,0,,,52.4
752,¼­±¤,2021-03-16 16:00,14.3,359.1,4,0,,,46.6
752,¼­±¤,2021-03-16 17:00,11.2,353.3,5.1,0,,,62.6
752,¼­±¤,2021-03-16 18:00,9.1,350.4,5,0,,,68.1
752,¼­±¤,2021-03-16 19:00,7.9,355.2,6.8,0,,,68.6
752,¼­±¤,2021-03-16 20:00,7.4,350.1,7.2,0,,,68.8
752,¼­±¤,2021-03-16 21:00,6.9,339,4.1,0,,,66.9
752,¼­±¤,2021-03-16 22:00,6.6,355,6.8,0,,,73.7
752,¼­±¤,2021-03-16 23:00,6.5,349.8,6.9,0,,,75.1
752,¼­±¤,2021-03-17 00:00,6.1,354.5,6.2,0,,,77.6
752,¼­±¤,2021-03-17 01:00,5.8,357.7,5.1,0,,,75.2
752,¼­±¤,2021-03-17 02:00,6.8,343.9,3,0,,,42.7
752,¼­±¤,2021-03-17 03:00,5.8,358.3,5.2,0,,,73.5
752,¼­±¤,2021-03-17 04:00,7,5.2,3.4,0,,,37.3
752,¼­±¤,2021-03-17 05:00,7.6,350.1,2.2,0,,,29.7
752,¼­±¤,2021-03-17 06:00,7.3,344.2,5.5,0,,,32.9
752,¼­±¤,2021-03-17 07:00,6.8,346,5.7,0,,,45.7
752,¼­±¤,2021-03-17 08:00,8.1,19.6,5.9,0,,,58.8
752,¼­±¤,2021-03-17 09:00,11.8,9.7,2.6,0,,,51.4
752,¼­±¤,2021-03-17 10:00,13.6,16.9,2.2,0,,,49.9
752,¼­±¤,2021-03-17 11:00,15.2,330.6,3.3,0,,,52
752,¼­±¤,2021-03-17 12:00,17.2,301.7,2.2,0,,,50.8
752,¼­±¤,2021-03-17 13:00,16,195,2.9,0,,,53.1
752,¼­±¤,2021-03-17 14:00,16.9,171.4,2.1,0,,,52.5
752,¼­±¤,2021-03-17 15:00,17.4,163.8,1.9,0,,,50.3
752,¼­±¤,2021-03-17 16:00,15.6,309.2,2.4,0,,,62.6
752,¼­±¤,2021-03-17 17:00,14.9,174.2,2,0,,,65.4
752,¼­±¤,2021-03-17 18:00,14.1,226.8,1,0,,,71.2
752,¼­±¤,2021-03-17 19:00,12.7,113,.8,0,,,72.4
752,¼­±¤,2021-03-17 20:00,10.1,24.1,.8,0,,,86.1
752,¼­±¤,2021-03-17 21:00,10.3,345.1,1.2,0,,,89.3
752,¼­±¤,2021-03-17 22:00,9.4,55.6,1.4,0,,,92.5
752,¼­±¤,2021-03-17 23:00,8.7,34.2,2.2,0,,,93.9
752,¼­±¤,2021-03-18 00:00,8.6,29.4,2.1,0,,,94.3
752,¼­±¤,2021-03-18 01:00,7.6,0,.4,0,,,93.9
752,¼­±¤,2021-03-18 02:00,7.5,29.9,1.8,0,,,93.8
752,¼­±¤,2021-03-18 03:00,6.3,42.6,1.4,0,,,93.7
752,¼­±¤,2021-03-18 04:00,7.2,16.3,1.6,0,,,90.5
752,¼­±¤,2021-03-18 05:00,6.8,22.8,1.6,0,,,90.5
752,¼­±¤,2021-03-18 06:00,6.6,50.3,2.2,0,,,90.3
752,¼­±¤,2021-03-18 07:00,7.5,50.9,2.5,0,,,86.3
752,¼­±¤,2021-03-18 08:00,10.9,74,1.4,0,,,78.1
752,¼­±¤,2021-03-18 09:00,12.9,281.4,1.2,0,,,69.8
752,¼­±¤,2021-03-18 10:00,13.9,200.5,1.5,0,,,65.2
752,¼­±¤,2021-03-18 11:00,15.5,185.1,2.3,0,,,62.1
752,¼­±¤,2021-03-18 12:00,16.2,172.4,1.3,0,,,60.1
752,¼­±¤,2021-03-18 13:00,18.3,251.9,2,0,,,55
752,¼­±¤,2021-03-18 14:00,18.2,252.4,2.4,0,,,53.6
752,¼­±¤,2021-03-18 15:00,16.8,221.4,2.4,0,,,61.6
752,¼­±¤,2021-03-18 16:00,16.2,247.6,2,0,,,64.8
752,¼­±¤,2021-03-18 17:00,14.9,277.9,2.4,0,,,73.4
752,¼­±¤,2021-03-18 18:00,14.2,277.2,1.3,0,,,76.8
752,¼­±¤,2021-03-18 19:00,13.7,278.6,1.2,0,,,79.1
752,¼­±¤,2021-03-18 20:00,12.8,0,.2,0,,,82.5
752,¼­±¤,2021-03-18 21:00,12.5,106.3,1.1,0,,,85.4
752,¼­±¤,2021-03-18 22:00,12.8,37.5,.7,0,,,84.7
752,¼­±¤,2021-03-18 23:00,12.1,5.9,1.5,0,,,85.2
752,¼­±¤,2021-03-19 00:00,11,139.9,.8,0,,,87.5
752,¼­±¤,2021-03-19 01:00,11.2,4.5,1.1,0,,,89.9
752,¼­±¤,2021-03-19 02:00,8.8,344.7,1.2,0,,,93.4
752,¼­±¤,2021-03-19 03:00,9,16.5,.8,0,,,93.5
752,¼­±¤,2021-03-19 04:00,9.1,322.8,.7,0,,,94.7
752,¼­±¤,2021-03-19 05:00,11.7,3.1,1.6,0,,,85.7
752,¼­±¤,2021-03-19 06:00,11.2,29.6,1.8,0,,,88
752,¼­±¤,2021-03-19 07:00,10.9,19.6,1.1,0,,,87.8
752,¼­±¤,2021-03-19 08:00,13.1,0,0,0,,,82.2
752,¼­±¤,2021-03-19 09:00,13.9,0,.1,0,,,74.6
752,¼­±¤,2021-03-19 10:00,15.7,0,.2,0,,,64.8
752,¼­±¤,2021-03-19 11:00,16.5,218.6,1.4,0,,,59.5
752,¼­±¤,2021-03-19 12:00,19.2,267.5,1.4,0,,,56.9
752,¼­±¤,2021-03-19 13:00,18.4,142,3,0,,,53
752,¼­±¤,2021-03-19 14:00,18.3,139.6,3.6,0,,,51.5
752,¼­±¤,2021-03-19 15:00,18.8,150.7,2.9,0,,,51
752,¼­±¤,2021-03-19 16:00,16.6,134.6,3.9,0,,,65.4
752,¼­±¤,2021-03-19 17:00,15.7,122.6,2.2,0,,,70.4
752,¼­±¤,2021-03-19 18:00,15.1,175,.7,0,,,73.5
752,¼­±¤,2021-03-19 19:00,14.1,291.7,1.5,0,,,80.4
752,¼­±¤,2021-03-19 20:00,13.1,330,1.6,0,,,87.8
752,¼­±¤,2021-03-19 21:00,12.8,182.7,.6,1.5,,,93.7
752,¼­±¤,2021-03-19 22:00,12.7,0,0,3,,,94.8
752,¼­±¤,2021-03-19 23:00,12.4,311.5,.6,3.5,,,96.5
752,¼­±¤,2021-03-20 00:00,12.8,70.2,.5,4,,,96.8
752,¼­±¤,2021-03-20 01:00,12.7,270.5,1,1,,,97.2
752,¼­±¤,2021-03-20 02:00,12.9,258.9,.9,.5,,,97.2
752,¼­±¤,2021-03-20 03:00,16.2,129.4,3.9,0,,,79.3
752,¼­±¤,2021-03-20 04:00,16,131.6,5,0,,,77
752,¼­±¤,2021-03-20 05:00,16.3,123.1,4.6,0,,,78
752,¼­±¤,2021-03-20 06:00,16.7,117.6,3.9,0,,,80.4
752,¼­±¤,2021-03-20 07:00,16.7,104.4,2.9,0,,,82.1
752,¼­±¤,2021-03-20 08:00,17.1,111.9,2.3,0,,,83
752,¼­±¤,2021-03-20 09:00,17.1,127.1,2.6,0,,,83.4
752,¼­±¤,2021-03-20 10:00,17.3,128.2,1.5,0,,,85.1
752,¼­±¤,2021-03-20 11:00,16.8,145.6,1.1,0,,,90.4
752,¼­±¤,2021-03-20 12:00,17.1,161.7,1.2,0,,,92.4
752,¼­±¤,2021-03-20 13:00,16.8,276.2,1.5,0,,,91.8
752,¼­±¤,2021-03-20 14:00,15.6,356.9,3.6,.5,,,95
752,¼­±¤,2021-03-20 15:00,16.2,353.6,4.1,0,,,83.9
752,¼­±¤,2021-03-20 16:00,11.3,.6,7.4,0,,,93.5
752,¼­±¤,2021-03-20 17:00,11.1,357.8,6.2,0,,,91.5
752,¼­±¤,2021-03-20 18:00,10.8,8.3,5.2,0,,,93.7
752,¼­±¤,2021-03-20 19:00,10.6,1.5,6.4,0,,,94.2
752,¼­±¤,2021-03-20 20:00,10.7,350.5,4.1,0,,,90.2
752,¼­±¤,2021-03-20 21:00,9.7,358,6.6,0,,,94
752,¼­±¤,2021-03-20 22:00,9.3,6.2,4.3,0,,,91.4
752,¼­±¤,2021-03-20 23:00,9,334.3,5.8,0,,,87.6
752,¼­±¤,2021-03-21 00:00,7.9,334.7,5.7,0,,,89.4
752,¼­±¤,2021-03-21 01:00,7.4,327.7,6.1,0,,,88.1
752,¼­±¤,2021-03-21 02:00,7.5,328.8,5.9,0,,,84.5
752,¼­±¤,2021-03-21 03:00,6.9,333.6,7.3,0,,,85.5
752,¼­±¤,2021-03-21 04:00,6.7,333.6,4.3,0,,,85
752,¼­±¤,2021-03-21 05:00,6.6,350.7,4.1,0,,,81.7
752,¼­±¤,2021-03-21 06:00,6.9,351.9,3.1,0,,,78.5
752,¼­±¤,2021-03-21 07:00,6.9,354.4,3.5,0,,,74.3
752,¼­±¤,2021-03-21 08:00,7.3,336.3,4.7,0,,,76.7
752,¼­±¤,2021-03-21 09:00,8.5,334.6,3.1,0,,,73.8
752,¼­±¤,2021-03-21 10:00,9.2,331.4,7.6,0,,,70.3
752,¼­±¤,2021-03-21 11:00,10,336.2,9,0,,,61.9
752,¼­±¤,2021-03-21 12:00,10.8,331.9,7.8,0,,,59.6
752,¼­±¤,2021-03-21 13:00,10.4,322.2,7.9,0,,,53.5
752,¼­±¤,2021-03-21 14:00,10.1,331.4,9.8,0,,,49.1
752,¼­±¤,2021-03-21 15:00,8.6,328,8.7,0,,,53.9
752,¼­±¤,2021-03-21 16:00,8.7,324,7.5,0,,,54.4
752,¼­±¤,2021-03-21 17:00,8.1,324.1,6.9,0,,,58.6
752,¼­±¤,2021-03-21 18:00,6.5,324.7,6.8,0,,,58.1
752,¼­±¤,2021-03-21 19:00,5.5,328,7.2,0,,,55.5
752,¼­±¤,2021-03-21 20:00,5.6,330.5,7.4,0,,,55.1
752,¼­±¤,2021-03-21 21:00,5.7,324.9,6.7,0,,,55.8
752,¼­±¤,2021-03-21 22:00,5.6,327,6.6,0,,,58.9
752,¼­±¤,2021-03-21 23:00,5.6,327.9,7.6,0,,,53.1
752,¼­±¤,2021-03-22 00:00,5.4,328.7,6.9,0,,,49.3
752,¼­±¤,2021-03-22 01:00,5,329.3,6.8,0,,,49.9
752,¼­±¤,2021-03-22 02:00,4.9,334.5,7.7,0,,,50.5
752,¼­±¤,2021-03-22 03:00,4.8,328.9,6.3,0,,,53.8
752,¼­±¤,2021-03-22 04:00,4.7,324.9,6.4,0,,,53.5
752,¼­±¤,2021-03-22 05:00,4.6,331.3,6.1,0,,,53.2
752,¼­±¤,2021-03-22 06:00,4.5,329.5,6.1,0,,,55.8
752,¼­±¤,2021-03-22 07:00,4.5,329.3,4.6,0,,,56.6
752,¼­±¤,2021-03-22 08:00,5.7,335.7,5.7,0,,,51.4
752,¼­±¤,2021-03-22 09:00,7.1,328.2,5.4,0,,,48.1
752,¼­±¤,2021-03-22 10:00,8.6,325.4,5.1,0,,,40
752,¼­±¤,2021-03-22 11:00,9.4,336.7,5.3,0,,,41.8
752,¼­±¤,2021-03-22 12:00,9.8,313.1,4.7,0,,,37.8
752,¼­±¤,2021-03-22 13:00,10.6,316.3,4.2,0,,,37.4
752,¼­±¤,2021-03-22 14:00,10.5,321.5,5.7,0,,,41.6
752,¼­±¤,2021-03-22 15:00,11.1,293.2,4.5,0,,,44.2
752,¼­±¤,2021-03-22 16:00,10.9,293.1,4.5,0,,,46.3
752,¼­±¤,2021-03-22 17:00,9.9,304.1,4.5,0,,,50.2
752,¼­±¤,2021-03-22 18:00,8.9,300.7,3.3,0,,,51.8
752,¼­±¤,2021-03-22 19:00,7.6,291,2.3,0,,,57.7
752,¼­±¤,2021-03-22 20:00,7,300.8,1.8,0,,,58.5
752,¼­±¤,2021-03-22 21:00,7,298.9,1.8,0,,,55.4
752,¼­±¤,2021-03-22 22:00,7,307.2,1.6,0,,,57.6
752,¼­±¤,2021-03-22 23:00,7.6,331.2,3,0,,,57.3
752,¼­±¤,2021-03-23 00:00,7,318,2.2,0,,,61
752,¼­±¤,2021-03-23 01:00,6.5,310,1.5,0,,,63.7
752,¼­±¤,2021-03-23 02:00,7.4,327.5,1.9,0,,,61.5
752,¼­±¤,2021-03-23 03:00,7.6,336.1,2.3,0,,,60.1
752,¼­±¤,2021-03-23 04:00,7.6,328.8,2.7,0,,,63.9
752,¼­±¤,2021-03-23 05:00,7.7,349.4,1.9,0,,,65.7
752,¼­±¤,2021-03-23 06:00,7.1,0,1.9,0,,,69.1
752,¼­±¤,2021-03-23 07:00,6.3,.8,1.5,0,,,73
752,¼­±¤,2021-03-23 08:00,10.3,325.1,.7,0,,,63.8
752,¼­±¤,2021-03-23 09:00,12,264.8,2.2,0,,,56.2
752,¼­±¤,2021-03-23 10:00,13.4,257.9,2.2,0,,,53.7
752,¼­±¤,2021-03-23 11:00,14.8,274.3,2.1,0,,,51.1
752,¼­±¤,2021-03-23 12:00,14.6,253.3,2.6,0,,,42.3
752,¼­±¤,2021-03-23 13:00,14.5,253.7,2.8,0,,,42.8
752,¼­±¤,2021-03-23 14:00,14.6,249.8,3,0,,,47
752,¼­±¤,2021-03-23 15:00,14.2,251.8,1.9,0,,,44.4
752,¼­±¤,2021-03-23 16:00,13.8,238,2.4,0,,,43
752,¼­±¤,2021-03-23 17:00,12.8,206.6,2,0,,,39.6
752,¼­±¤,2021-03-23 18:00,11.2,205.3,2.2,0,,,55.7
752,¼­±¤,2021-03-23 19:00,9.6,187.3,1.4,0,,,62.4
752,¼­±¤,2021-03-23 20:00,8.6,116.1,1.3,0,,,68
752,¼­±¤,2021-03-23 21:00,8.1,117,1.3,0,,,67.9
752,¼­±¤,2021-03-23 22:00,8.4,125.2,1.5,0,,,63.3
752,¼­±¤,2021-03-23 23:00,7.9,123.3,1.7,0,,,64.8
752,¼­±¤,2021-03-24 00:00,8.3,107.1,2.1,0,,,66.7
752,¼­±¤,2021-03-24 01:00,8.1,110.3,2,0,,,66.4
752,¼­±¤,2021-03-24 02:00,7.7,113.6,1.9,0,,,67.7
752,¼­±¤,2021-03-24 03:00,7.9,117.1,1.7,0,,,68.6
752,¼­±¤,2021-03-24 04:00,7.3,114.7,1.9,0,,,71.4
752,¼­±¤,2021-03-24 05:00,8,117.9,1.9,0,,,69.5
752,¼­±¤,2021-03-24 06:00,8.7,112.8,1.7,0,,,72.3
752,¼­±¤,2021-03-24 07:00,9,113.1,1.8,0,,,75.3
752,¼­±¤,2021-03-24 08:00,11,107.2,2.4,0,,,71.4
752,¼­±¤,2021-03-24 09:00,13,134,3.3,0,,,62.3
752,¼­±¤,2021-03-24 10:00,13.8,166.6,3.5,0,,,66.1
752,¼­±¤,2021-03-24 11:00,15.1,144.1,3.7,0,,,63
752,¼­±¤,2021-03-24 12:00,16.3,132.4,3.5,0,,,57.1
752,¼­±¤,2021-03-24 13:00,17,164.3,4.3,0,,,55.3
752,¼­±¤,2021-03-24 14:00,16.2,157.4,4.5,0,,,59.9
752,¼­±¤,2021-03-24 15:00,16.7,148.7,3.8,0,,,57
752,¼­±¤,2021-03-24 16:00,16.2,166.3,3.6,0,,,61.1
752,¼­±¤,2021-03-24 17:00,15.7,150.4,4.6,0,,,66.6
752,¼­±¤,2021-03-24 18:00,15.7,145.2,2.7,0,,,67
752,¼­±¤,2021-03-24 19:00,14.7,126.9,1.6,0,,,74.2
752,¼­±¤,2021-03-24 20:00,13.7,91.9,1.4,0,,,78.5
752,¼­±¤,2021-03-24 21:00,12,40.8,1.5,0,,,84.3
752,¼­±¤,2021-03-24 22:00,13.4,100.5,1.1,0,,,81.8
752,¼­±¤,2021-03-24 23:00,11.9,29.2,1.8,0,,,89.2
752,¼­±¤,2021-03-25 00:00,10.8,37.5,1.3,0,,,91.2
752,¼­±¤,2021-03-25 01:00,10.6,29.7,2.1,0,,,93.3
