瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
862,价寸,2021-04-09 16:00,14.6,56.8,3.1,0,1000.1,1023.5,82.8
862,价寸,2021-04-09 17:00,14.6,58.1,4.6,0,1000.2,1023.6,77.9
862,价寸,2021-04-09 18:00,14.3,69,3.3,0,1000.7,1024.1,78.5
862,价寸,2021-04-09 19:00,13.1,67.3,1.9,0,1001.2,1024.7,78.8
862,价寸,2021-04-09 20:00,12.7,86.5,3.5,0,1001.8,1025.4,86.4
862,价寸,2021-04-09 21:00,12.6,69.1,3.9,0,1003.1,1026.7,86.2
862,价寸,2021-04-09 22:00,12.8,65.9,3.3,0,1003.6,1027.2,84.2
862,价寸,2021-04-09 23:00,12.5,77.8,4.3,0,1004.1,1027.7,80.3
862,价寸,2021-04-10 00:00,11.9,68.2,3.4,0,1004.2,1027.9,78.7
862,价寸,2021-04-10 01:00,11,66.7,2.7,0,1004.1,1027.9,82.8
862,价寸,2021-04-10 02:00,10.6,71.8,2.4,0,1004,1027.9,82.5
862,价寸,2021-04-10 03:00,10.6,72.6,2.3,0,1004.2,1028.1,83.2
862,价寸,2021-04-10 04:00,10.6,61.9,2.1,0,1004.5,1028.4,83
862,价寸,2021-04-10 05:00,10.7,64.3,2.1,0,1004.8,1028.7,83.9
862,价寸,2021-04-10 06:00,11,62.6,2.6,0,1005.2,1029,85.7
862,价寸,2021-04-10 07:00,11.5,66.2,2.2,0,1006,1029.8,84.2
862,价寸,2021-04-10 08:00,12.3,58.9,4.4,0,1006.7,1030.4,80.8
862,价寸,2021-04-10 09:00,13,63.5,4.5,0,1007.3,1031,78.9
862,价寸,2021-04-10 10:00,13.8,56.1,3.9,0,1007.5,1031.1,76.7
862,价寸,2021-04-10 11:00,15.3,82.3,5,0,1007.2,1030.7,67.3
862,价寸,2021-04-10 12:00,15.2,79.2,4.7,0,1006.8,1030.3,69.2
862,价寸,2021-04-10 13:00,14.9,55.1,4.8,0,1006.5,1030,69.4
862,价寸,2021-04-10 14:00,15.6,76.3,4.5,0,1005.9,1029.3,68.5
862,价寸,2021-04-10 15:00,17,71.1,3.4,0,1005.5,1028.7,67.3
862,价寸,2021-04-10 16:00,15.3,60.6,4.3,0,1005.4,1028.9,68.9
862,价寸,2021-04-10 17:00,14.6,60.9,4.1,0,1005.4,1029,71.5
862,价寸,2021-04-10 18:00,13.9,71.2,3.3,0,1005.5,1029,75.2
862,价寸,2021-04-10 19:00,11.9,77,1.8,0,1005.6,1029.3,80.3
862,价寸,2021-04-10 20:00,11.3,74.7,2.3,0,1005.5,1029.3,76.4
862,价寸,2021-04-10 21:00,9.7,116.5,1.4,0,1006.1,1030.1,81.9
862,价寸,2021-04-10 22:00,8.2,161,.6,0,1006.8,1030.9,91.7
862,价寸,2021-04-10 23:00,8.1,155.4,.7,0,1007,1031.1,93.2
862,价寸,2021-04-11 00:00,8.4,132.1,.6,0,1007.1,1031.2,90.6
862,价寸,2021-04-11 01:00,7.1,0,.4,0,1007,1031.2,96.5
862,价寸,2021-04-11 02:00,6,0,.4,0,1006.3,1030.6,99.9
862,价寸,2021-04-11 03:00,5.5,0,.3,0,1005.8,1030.2,99.9
862,价寸,2021-04-11 04:00,6.5,146.6,.6,0,1005.5,1029.8,99.9
862,价寸,2021-04-11 05:00,6.6,0,.3,0,1005.8,1030.1,99.6
862,价寸,2021-04-11 06:00,6.4,116.1,.6,0,1006,1030.3,99.9
862,价寸,2021-04-11 07:00,7.6,145,.9,0,1006.5,1030.7,99.9
862,价寸,2021-04-11 08:00,13,88.6,1.9,0,1006.7,1030.3,84.4
862,价寸,2021-04-11 09:00,15.6,94.9,4.2,0,1007,1030.5,76.5
862,价寸,2021-04-11 10:00,15.3,81.6,4.9,0,1007.1,1030.6,75.3
862,价寸,2021-04-11 11:00,17,98.8,5.7,0,1007,1030.3,69.8
862,价寸,2021-04-11 12:00,17.8,105.4,5.3,0,1006.5,1029.6,62.4
862,价寸,2021-04-11 13:00,18.8,84.2,4.4,0,1005.9,1028.9,55
862,价寸,2021-04-11 14:00,17.9,99.5,5.3,0,1005,1028.1,54.8
862,价寸,2021-04-11 15:00,18.5,100.5,5.1,0,1004.5,1027.5,57.3
862,价寸,2021-04-11 16:00,17.8,105.2,5.2,0,1003.7,1026.8,57.7
862,价寸,2021-04-11 17:00,17.2,106.6,4.4,0,1003.5,1026.7,59.1
862,价寸,2021-04-11 18:00,15.4,111.9,4.5,0,1003.7,1027.1,64.3
862,价寸,2021-04-11 19:00,14,114.5,3.4,0,1003.7,1027.2,69.1
862,价寸,2021-04-11 20:00,14.6,116.2,3.8,0,1003.7,1027.2,64.9
862,价寸,2021-04-11 21:00,14.8,121.2,4.3,0,1003.8,1027.3,66.6
862,价寸,2021-04-11 22:00,14.6,116.6,3.3,0,1003.9,1027.4,70.3
862,价寸,2021-04-11 23:00,14.7,117,3.4,0,1003.3,1026.8,72.2
862,价寸,2021-04-12 00:00,14.8,114.1,3.7,0,1002.6,1026.1,76.6
862,价寸,2021-04-12 01:00,14.9,113.1,4,0,1002.2,1025.6,81.2
862,价寸,2021-04-12 02:00,15,125.6,3.4,0,1001.6,1025,81.5
862,价寸,2021-04-12 03:00,15.2,121.6,3.8,0,1001,1024.4,85.4
862,价寸,2021-04-12 04:00,15,118.2,3.5,0,1000.7,1024.1,89.6
862,价寸,2021-04-12 05:00,14.1,107.4,2.7,.5,999.7,1023.1,99.2
862,价寸,2021-04-12 06:00,14.3,116,5.2,0,998.8,1022.1,98
862,价寸,2021-04-12 07:00,14.9,115,6.6,.5,998.3,1021.7,94.8
862,价寸,2021-04-12 08:00,15.6,111.1,6.5,0,997.8,1021,97.3
862,价寸,2021-04-12 09:00,15.6,112.8,7.8,0,997.1,1020.3,99.9
862,价寸,2021-04-12 10:00,15.4,111.6,10,4,996.5,1019.7,99.9
862,价寸,2021-04-12 11:00,15.4,117,10,3.5,995.4,1018.6,99.9
862,价寸,2021-04-12 12:00,15.8,114.4,8.8,3,994.8,1017.9,99.9
862,价寸,2021-04-12 13:00,15.5,137.1,5.6,1.5,994.2,1017.4,99.9
862,价寸,2021-04-12 14:00,16,132.4,5.9,1.5,993.2,1016.3,99.9
862,价寸,2021-04-12 15:00,15.8,140.9,5.7,2.5,992.1,1015.2,99.9
862,价寸,2021-04-12 16:00,16.2,147.3,5.6,5.5,991.7,1014.7,99.9
862,价寸,2021-04-12 17:00,14.3,145.4,7.3,2,990.9,1014,99.9
862,价寸,2021-04-12 18:00,14.6,139.3,5.9,1,989.5,1012.7,99.9
862,价寸,2021-04-12 19:00,14.7,145.4,6.3,1,989.2,1012.4,99.9
862,价寸,2021-04-12 20:00,15.2,131,5.5,2,988.8,1011.9,99.9
862,价寸,2021-04-12 21:00,15.7,128.3,4.9,1.5,989.1,1012.1,99.9
862,价寸,2021-04-12 22:00,16.5,132.9,4.2,1.5,989.4,1012.3,99.9
862,价寸,2021-04-12 23:00,16.8,251.7,2,.5,989.6,1012.5,99.9
862,价寸,2021-04-13 00:00,14.6,279.2,6.3,0,989.6,1012.8,99.9
862,价寸,2021-04-13 01:00,14.1,274.9,4.6,0,989.4,1012.5,99.9
862,价寸,2021-04-13 02:00,12,283.8,7.3,0,989.8,1013.2,99.9
862,价寸,2021-04-13 03:00,12.1,280.9,5.5,0,989.7,1013,99.9
862,价寸,2021-04-13 04:00,12.3,266.3,4.2,0,989.7,1013,96.7
862,价寸,2021-04-13 05:00,12.5,284.9,4.3,0,989.5,1012.8,94.5
862,价寸,2021-04-13 06:00,12.5,278.2,3.3,0,989.2,1012.5,93.6
862,价寸,2021-04-13 07:00,11.8,289,9.5,0,989,1012.4,99.9
862,价寸,2021-04-13 08:00,11.4,294.1,8.7,0,990.4,1013.8,99.9
862,价寸,2021-04-13 09:00,10.7,290.9,8.4,0,990.7,1014.2,99.9
862,价寸,2021-04-13 10:00,10.9,293.7,8.5,0,991.8,1015.3,98.8
862,价寸,2021-04-13 11:00,12,288,6.2,0,992.6,1016,94
862,价寸,2021-04-13 12:00,12.5,287.8,6.1,0,993,1016.4,94.3
862,价寸,2021-04-13 13:00,12.9,280.2,7,0,992.8,1016.1,88.3
862,价寸,2021-04-13 14:00,13.1,292.3,6.4,0,992.8,1016.1,83.7
862,价寸,2021-04-13 15:00,11.5,293.1,7.3,0,993,1016.5,87.8
862,价寸,2021-04-13 16:00,10.7,289.7,7,0,992.6,1016.2,91.1
862,价寸,2021-04-13 17:00,10.1,287.3,7.6,0,992.4,1016,88.2
862,价寸,2021-04-13 18:00,9.6,290.2,7.2,0,992.3,1016,87
862,价寸,2021-04-13 19:00,8.6,287,7.3,0,992.6,1016.3,89.5
862,价寸,2021-04-13 20:00,8.2,281.4,7.3,0,993.4,1017.2,85.6
862,价寸,2021-04-13 21:00,7.8,294.7,6.3,0,993.9,1017.7,85.1
862,价寸,2021-04-13 22:00,7.5,294.3,6.7,0,993.8,1017.7,86.8
862,价寸,2021-04-13 23:00,7.2,287.9,5.9,0,994.5,1018.4,84.1
862,价寸,2021-04-14 00:00,6.9,295.9,6.9,0,994.1,1018,84.7
862,价寸,2021-04-14 01:00,6.8,300.7,6.4,0,994.2,1018.2,85.5
862,价寸,2021-04-14 02:00,6.7,297.9,7.1,0,994.3,1018.3,81
862,价寸,2021-04-14 03:00,6.5,299.2,6.7,0,994.2,1018.2,79
862,价寸,2021-04-14 04:00,6.2,303.6,5.9,0,994.2,1018.2,80.9
862,价寸,2021-04-14 05:00,6.4,303.7,5.2,0,994,1018,79.3
862,价寸,2021-04-14 06:00,6.4,305.5,5.1,0,993.8,1017.8,80.8
862,价寸,2021-04-14 07:00,6.7,312.8,5.1,0,994.7,1018.7,74.7
862,价寸,2021-04-14 08:00,7,308.8,4.2,0,995.6,1019.6,77.3
862,价寸,2021-04-14 09:00,7.6,306.4,5.1,0,996.1,1020,73.2
862,价寸,2021-04-14 10:00,8.2,306.5,5.8,0,996.6,1020.5,70.2
862,价寸,2021-04-14 11:00,8.8,305.7,5.2,0,996.9,1020.7,70.3
862,价寸,2021-04-14 12:00,11.3,302,6.4,0,996.5,1020.1,62.8
862,价寸,2021-04-14 13:00,11.5,295.8,6.5,0,996.1,1019.7,58.8
862,价寸,2021-04-14 14:00,12,303.6,5.2,0,996,1019.5,60.9
862,价寸,2021-04-14 15:00,11.9,291.6,5.6,0,996.1,1019.6,60.9
862,价寸,2021-04-14 16:00,12.2,295.7,5,0,995.6,1019.1,59.9
862,价寸,2021-04-14 17:00,11.5,301.9,5.4,0,995.3,1018.8,67.2
862,价寸,2021-04-14 18:00,10.9,296.5,5.1,0,994.9,1018.5,66
862,价寸,2021-04-14 19:00,9.5,291.4,3.5,0,995.4,1019.1,70.2
862,价寸,2021-04-14 20:00,8.9,281.5,4.4,0,995.8,1019.6,72.9
862,价寸,2021-04-14 21:00,8.9,282.3,5,0,996.5,1020.3,72.2
862,价寸,2021-04-14 22:00,9,278.8,3.4,0,996.9,1020.7,70.6
862,价寸,2021-04-14 23:00,8.3,272.6,2.8,0,997,1020.9,76.5
862,价寸,2021-04-15 00:00,,,,0,,,
862,价寸,2021-04-15 01:00,8.5,287,3.3,0,996.9,1020.7,76.9
862,价寸,2021-04-15 02:00,7.3,269.4,2.1,0,996.4,1020.4,80.9
862,价寸,2021-04-15 03:00,6.4,248.1,.9,0,996.1,1020.1,84.2
862,价寸,2021-04-15 04:00,7,256.4,2.1,0,995.5,1019.5,80.9
862,价寸,2021-04-15 05:00,6.9,256.8,1.9,0,995.8,1019.8,82.6
862,价寸,2021-04-15 06:00,6.9,251.5,2,0,996.1,1020.1,82.7
862,价寸,2021-04-15 07:00,7.7,240.8,1.5,0,996.2,1020.1,80.6
862,价寸,2021-04-15 08:00,10.6,283.9,1.5,0,996.4,1020.1,68
862,价寸,2021-04-15 09:00,12.3,14.3,2,0,996.6,1020.1,61.2
862,价寸,2021-04-15 10:00,13.9,37.6,1.7,0,996.3,1019.6,59.2
862,价寸,2021-04-15 11:00,15.2,82.2,2.4,0,996.5,1019.8,57.2
862,价寸,2021-04-15 12:00,16.3,88.3,2.8,0,995.8,1018.9,60.4
862,价寸,2021-04-15 13:00,16,94,3,0,995.4,1018.5,65.1
862,价寸,2021-04-15 14:00,17.2,63.4,3.1,0,995.1,1018.1,67.7
862,价寸,2021-04-15 15:00,15.9,93.3,4,0,994.5,1017.6,63.2
862,价寸,2021-04-15 16:00,16.3,94.8,3.9,0,994.1,1017.2,57.9
862,价寸,2021-04-15 17:00,15,113.9,3.8,0,993.8,1017,58.1
862,价寸,2021-04-15 18:00,14.8,115,3.3,0,993.7,1017,56.8
862,价寸,2021-04-15 19:00,11.2,156.7,.8,0,994.1,1017.7,75.1
862,价寸,2021-04-15 20:00,9,188.6,1,0,994.1,1017.8,86.3
862,价寸,2021-04-15 21:00,8.9,189.6,1.6,0,994.9,1018.6,87.9
862,价寸,2021-04-15 22:00,8.3,200,1.2,0,994.8,1018.6,91.4
862,价寸,2021-04-15 23:00,8,166.8,1.3,0,994.4,1018.2,91.6
862,价寸,2021-04-16 00:00,7,210.6,1.2,0,994.6,1018.5,95.8
862,价寸,2021-04-16 01:00,7.2,160.1,.8,0,993.9,1017.8,94.9
862,价寸,2021-04-16 02:00,8.5,234,2.1,0,993.6,1017.4,94.9
862,价寸,2021-04-16 03:00,8.2,225.8,.7,0,993.5,1017.3,95.6
862,价寸,2021-04-16 04:00,7.3,230.9,.8,0,993.6,1017.5,99.9
862,价寸,2021-04-16 05:00,6.3,141.7,.5,0,993.6,1017.6,99.9
862,价寸,2021-04-16 06:00,6.4,0,.1,0,993.8,1017.8,99.9
862,价寸,2021-04-16 07:00,8.6,139.1,.5,0,993.8,1017.5,99.9
862,价寸,2021-04-16 08:00,14.3,183.5,1.3,0,994.2,1017.4,83.4
862,价寸,2021-04-16 09:00,17.3,103.2,1.4,0,994.1,1017,74.6
862,价寸,2021-04-16 10:00,17.9,74.1,1.1,0,994.2,1017,72
862,价寸,2021-04-16 11:00,18.3,326.9,1.6,0,994.4,1017.2,72.4
862,价寸,2021-04-16 12:00,18.7,94.8,3.1,0,994,1016.7,74
862,价寸,2021-04-16 13:00,18.1,43.8,1.9,0,993.5,1016.3,79.7
862,价寸,2021-04-16 14:00,18.7,324.4,3.2,0,993.5,1016.2,76.6
862,价寸,2021-04-16 15:00,17.3,334.7,2.6,0,993.3,1016.2,78.5
862,价寸,2021-04-16 16:00,16.2,294.1,3,0,993.3,1016.4,83.6
862,价寸,2021-04-16 17:00,16.3,180.9,1,0,992.6,1015.6,83.3
862,价寸,2021-04-16 18:00,14.9,355,1.6,0,993.2,1016.4,86.9
862,价寸,2021-04-16 19:00,14.3,312.5,1.2,0,993.3,1016.5,87.7
862,价寸,2021-04-16 20:00,13.9,267.9,1.3,0,993.9,1017.1,86.1
862,价寸,2021-04-16 21:00,12.4,142.2,.5,0,993.8,1017.2,93.6
862,价寸,2021-04-16 22:00,13.8,191.1,1.9,0,993.7,1016.9,91.5
862,价寸,2021-04-16 23:00,13.8,181.3,2.4,0,993.4,1016.6,86.2
862,价寸,2021-04-17 00:00,14.1,182.4,3.2,0,992.6,1015.8,75.5
862,价寸,2021-04-17 01:00,12.7,297.4,1.4,0,993.1,1016.5,87.6
862,价寸,2021-04-17 02:00,12.7,309.1,2.6,0,993,1016.4,97.5
862,价寸,2021-04-17 03:00,12.3,341.4,1.4,0,992.4,1015.8,99.6
862,价寸,2021-04-17 04:00,12.3,297,3.1,0,992.4,1015.8,99.9
862,价寸,2021-04-17 05:00,11.8,145.5,.9,0,991.9,1015.3,99.2
862,价寸,2021-04-17 06:00,12.3,268.9,2.5,0,992.1,1015.5,85.9
862,价寸,2021-04-17 07:00,12.2,285.3,3.4,0,992.3,1015.7,92.1
862,价寸,2021-04-17 08:00,13.1,280.2,4.5,0,992.3,1015.6,94.7
862,价寸,2021-04-17 09:00,15.7,288.6,5,0,992.3,1015.4,82.2
862,价寸,2021-04-17 10:00,15.9,293.1,6.7,0,992.6,1015.7,58.7
862,价寸,2021-04-17 11:00,13.1,297.5,7.8,0,993.2,1016.5,77.2
862,价寸,2021-04-17 12:00,13.9,286.4,9.3,0,993.4,1016.6,64.6
862,价寸,2021-04-17 13:00,13.7,291.4,7.8,0,993.6,1016.9,49.2
862,价寸,2021-04-17 14:00,13.6,283.6,6.9,0,994,1017.3,52.3
862,价寸,2021-04-17 15:00,13.8,294.7,6.9,0,993.3,1016.5,53.4
862,价寸,2021-04-17 16:00,13.1,300.7,8,0,992.5,1015.8,61
862,价寸,2021-04-17 17:00,12.4,298.5,8.1,0,992.4,1015.8,50.8
862,价寸,2021-04-17 18:00,11.4,295.4,7.4,0,993.1,1016.6,53.6
862,价寸,2021-04-17 19:00,9.9,299.3,7.5,0,993.4,1017.1,65.6
862,价寸,2021-04-17 20:00,9.3,296.9,6.6,0,994.4,1018.1,58.6
862,价寸,2021-04-17 21:00,9.3,304.1,5.8,0,995.1,1018.8,64.3
862,价寸,2021-04-17 22:00,9.3,301.2,6.3,0,995,1018.7,62.4
862,价寸,2021-04-17 23:00,9.2,299.4,6,0,994.6,1018.3,63.3
862,价寸,2021-04-18 00:00,9.3,298.7,6.3,0,994.6,1018.3,72.1
862,价寸,2021-04-18 01:00,9.3,294.3,6.3,0,994.1,1017.8,69.8
862,价寸,2021-04-18 02:00,9.3,295.9,7.9,0,993.9,1017.6,60.4
862,价寸,2021-04-18 03:00,9,300.3,7.4,0,994.1,1017.8,58.4
862,价寸,2021-04-18 04:00,9.1,293,7.4,0,993.9,1017.6,57.8
862,价寸,2021-04-18 05:00,9.3,302.2,6.9,0,993.9,1017.6,58.6
862,价寸,2021-04-18 06:00,9.5,304.2,7.4,0,994,1017.7,60.8
862,价寸,2021-04-18 07:00,10.2,298.4,8.7,0,994.1,1017.8,63.6
862,价寸,2021-04-18 08:00,11.3,302.9,8.1,0,994.7,1018.3,60.8
862,价寸,2021-04-18 09:00,12,301.7,7.6,0,995.3,1018.8,60
862,价寸,2021-04-18 10:00,13.1,305.8,7.1,0,995.7,1019.1,59.4
862,价寸,2021-04-18 11:00,13.2,310.5,7.8,0,995.7,1019.1,59.5
862,价寸,2021-04-18 12:00,13.6,295.2,7.6,0,995.4,1018.7,55.7
862,价寸,2021-04-18 13:00,13.7,288.6,7.3,0,995.3,1018.6,56
862,价寸,2021-04-18 14:00,13.7,296.1,7.6,0,994.5,1017.8,56.2
862,价寸,2021-04-18 15:00,13.6,294.1,7.2,0,994.4,1017.7,53.1
862,价寸,2021-04-18 16:00,13.7,300.8,6.2,0,993.8,1017.1,51.6
862,价寸,2021-04-18 17:00,13.1,295.6,6.4,0,994.1,1017.4,53.3
862,价寸,2021-04-18 18:00,11.6,292.4,6,0,994.4,1017.9,63.6
862,价寸,2021-04-18 19:00,10.7,288.4,5.7,0,994.7,1018.3,65.3
862,价寸,2021-04-18 20:00,10.1,285,6.8,0,995.2,1018.9,76.8
862,价寸,2021-04-18 21:00,10.1,285.8,6.5,0,995.4,1019.1,69.7
862,价寸,2021-04-18 22:00,10.1,289.4,5,0,995.6,1019.3,62
862,价寸,2021-04-18 23:00,9.9,273.3,4.2,0,995.9,1019.7,45.7
862,价寸,2021-04-19 00:00,9.6,278.7,4.7,0,995.5,1019.3,56.9
862,价寸,2021-04-19 01:00,9.6,262.7,2.1,0,996.1,1019.9,55.5
862,价寸,2021-04-19 02:00,9.3,266.4,2.9,0,995.6,1019.3,48.5
862,价寸,2021-04-19 03:00,10.6,263.4,2.1,0,995.8,1019.5,40.5
862,价寸,2021-04-19 04:00,9.4,256.9,2.9,0,995.6,1019.3,43
862,价寸,2021-04-19 05:00,9.4,279.2,4.1,0,995.5,1019.2,42.8
862,价寸,2021-04-19 06:00,8.9,255.6,3,0,995.5,1019.3,44.3
862,价寸,2021-04-19 07:00,10.4,261.1,2.9,0,996.1,1019.8,39.5
862,价寸,2021-04-19 08:00,13.4,276.1,3.5,0,996,1019.3,37.6
862,价寸,2021-04-19 09:00,14.9,284.4,4.2,0,995.9,1019.2,37.7
862,价寸,2021-04-19 10:00,16.5,290.7,4.2,0,996.1,1019.2,37.8
862,价寸,2021-04-19 11:00,17.1,287,5.1,0,996.2,1019.2,37.9
862,价寸,2021-04-19 12:00,17.9,291.1,4.9,0,996,1018.9,37.9
862,价寸,2021-04-19 13:00,17.1,292.8,5.8,0,995.5,1018.5,37.9
862,价寸,2021-04-19 14:00,17,295,5,0,995.3,1018.3,37.9
862,价寸,2021-04-19 15:00,16.7,295.4,5.1,0,995,1018,37.9
862,价寸,2021-04-19 16:00,17.5,299.1,4.5,0,994.4,1017.3,38.3
862,价寸,2021-04-19 17:00,16.7,294.9,4.4,0,994.4,1017.4,39.7
862,价寸,2021-04-19 18:00,14.8,287,5.2,0,994.7,1018,42.3
862,价寸,2021-04-19 19:00,12.7,297.3,3.4,0,995.1,1018.5,47.6
862,价寸,2021-04-19 20:00,11.6,286.8,3.5,0,995.6,1019.1,56
862,价寸,2021-04-19 21:00,11.4,277.6,4.1,0,996.2,1019.8,50.6
862,价寸,2021-04-19 22:00,11,278.2,3.7,0,996,1019.6,45.2
862,价寸,2021-04-19 23:00,11.1,289.7,3.9,0,995.8,1019.4,40.2
862,价寸,2021-04-20 00:00,9.1,255.5,1.5,0,996.3,1020.1,49.4
862,价寸,2021-04-20 01:00,7.6,276.4,1.3,0,996.1,1020,52.7
862,价寸,2021-04-20 02:00,5.8,238.9,1.1,0,995.8,1019.9,63.2
862,价寸,2021-04-20 03:00,7.8,219.6,1.2,0,995.8,1019.7,52.8
862,价寸,2021-04-20 04:00,6.1,262,1.8,0,996,1020.1,58.7
862,价寸,2021-04-20 05:00,7.1,228.3,.6,0,996.4,1020.4,53.2
862,价寸,2021-04-20 06:00,9.7,266,2.7,0,996.8,1020.6,47.3
862,价寸,2021-04-20 07:00,11.5,268.8,2,0,997.5,1021.1,46.4
862,价寸,2021-04-20 08:00,14.2,296.4,2.6,0,997.7,1021,44.8
862,价寸,2021-04-20 09:00,15.8,295,3.2,0,997.6,1020.8,43.7
862,价寸,2021-04-20 10:00,17.5,298,2.7,0,998.1,1021.1,38
862,价寸,2021-04-20 11:00,19,307.7,2.6,0,998.3,1021.1,38
862,价寸,2021-04-20 12:00,20.5,311.9,2.5,0,998,1020.8,38.1
862,价寸,2021-04-20 13:00,20.9,307.3,2.5,0,997.4,1020.1,38.2
862,价寸,2021-04-20 14:00,20.8,358.2,2.2,0,996.8,1019.5,38.2
862,价寸,2021-04-20 15:00,20.6,320.8,2.3,0,996.5,1019.3,38.2
862,价寸,2021-04-20 16:00,19.9,340.1,2.3,0,996.4,1019.3,38.2
862,价寸,2021-04-20 17:00,19.5,320.3,2.1,0,996.6,1019.3,42.7
862,价寸,2021-04-20 18:00,17,292.9,3,0,996.9,1019.9,51.4
862,价寸,2021-04-20 19:00,14,201.1,.8,0,997.4,1020.7,67.4
862,价寸,2021-04-20 20:00,10.6,0,.1,0,997.5,1021.2,82.6
862,价寸,2021-04-20 21:00,10.7,0,.4,0,998.2,1021.9,80.6
862,价寸,2021-04-20 22:00,9.8,0,.1,0,998.4,1022.2,86.2
862,价寸,2021-04-20 23:00,9.9,207,1.1,0,998.5,1022.3,85.4
862,价寸,2021-04-21 00:00,9.2,0,.1,0,998.3,1022.1,87.9
862,价寸,2021-04-21 01:00,8.4,171.4,.6,0,998.1,1022,87.9
862,价寸,2021-04-21 02:00,8.8,178.8,1.3,0,997.8,1021.6,82.8
862,价寸,2021-04-21 03:00,7.4,140.5,1.1,0,997.4,1021.4,80
862,价寸,2021-04-21 04:00,6.1,0,.1,0,997.4,1021.5,84.3
862,价寸,2021-04-21 05:00,7.5,152.2,.9,0,997.5,1021.5,82.1
862,价寸,2021-04-21 06:00,6.5,206.7,.6,0,998.2,1022.3,82.3
862,价寸,2021-04-21 07:00,10.1,173.1,.7,0,998.5,1022.3,77.7
862,价寸,2021-04-21 08:00,15.5,157.5,1.7,0,998.5,1021.8,77.4
862,价寸,2021-04-21 09:00,18.5,118.4,3,0,998.9,1021.8,57.9
862,价寸,2021-04-21 10:00,20,99.4,3.1,0,998.9,1021.8,53.8
862,价寸,2021-04-21 11:00,19.7,111.2,3,0,999.1,1022,56.2
862,价寸,2021-04-21 12:00,21.1,98.4,3.6,0,998.7,1021.4,57.3
862,价寸,2021-04-21 13:00,22.2,104.3,4.4,0,998.2,1020.8,53.9
862,价寸,2021-04-21 14:00,21.3,111.1,4.5,0,998.1,1020.8,47.5
862,价寸,2021-04-21 15:00,21,105.5,4.5,0,997.4,1020.1,54.5
862,价寸,2021-04-21 16:00,21.5,111.1,3.6,0,996.8,1019.5,55.8
862,价寸,2021-04-21 17:00,20.1,114,3.6,0,997,1019.8,66.3
862,价寸,2021-04-21 18:00,17.9,119,3.1,0,997.1,1020,72.6
862,价寸,2021-04-21 19:00,16.6,127,1.1,0,997.1,1020.2,81.6
862,价寸,2021-04-21 20:00,16.2,161.9,2.1,0,997.6,1020.8,88.5
862,价寸,2021-04-21 21:00,16,163.5,2.4,0,997.5,1020.7,88.4
862,价寸,2021-04-21 22:00,15.8,184.7,1.8,0,997.8,1021,87.7
862,价寸,2021-04-21 23:00,15.4,182.8,1.3,0,998,1021.3,86.8
862,价寸,2021-04-22 00:00,15.1,0,.4,0,997.6,1020.9,89
862,价寸,2021-04-22 01:00,14.5,323.9,.5,0,997.6,1020.9,92.8
862,价寸,2021-04-22 02:00,14,0,.3,0,997.1,1020.4,97.6
862,价寸,2021-04-22 03:00,14.9,203.6,1.1,0,996.6,1019.9,99.2
862,价寸,2021-04-22 04:00,15.9,106.8,1.3,0,995.8,1019,96.9
862,价寸,2021-04-22 05:00,16.2,115.5,2.6,0,995.6,1018.7,98.9
862,价寸,2021-04-22 06:00,16,120,2.9,0,995.7,1018.8,99.9
862,价寸,2021-04-22 07:00,16.2,113.5,2.9,0,996,1019.1,99.9
862,价寸,2021-04-22 08:00,17.3,148.7,2.2,0,996.3,1019.3,92.4
862,价寸,2021-04-22 09:00,18.6,128.6,2.6,0,996.3,1019.1,86.9
862,价寸,2021-04-22 10:00,19.7,117.3,4.7,0,996.1,1019,78
862,价寸,2021-04-22 11:00,21.7,108.1,4.8,0,996,1018.6,69.4
862,价寸,2021-04-22 12:00,20.9,113.4,5.8,0,995.6,1018.3,62.3
862,价寸,2021-04-22 13:00,20.4,114.9,5.1,0,995.2,1018,61.3
862,价寸,2021-04-22 14:00,20.5,115,5.8,0,994.2,1016.9,61.1
862,价寸,2021-04-22 15:00,20.3,115.1,5.7,0,993.2,1015.9,73.3
862,价寸,2021-04-22 16:00,20.5,105.9,5.5,0,993.1,1015.8,72.2
862,价寸,2021-04-22 17:00,19.2,111.9,5,0,993.2,1015.9,80.4
862,价寸,2021-04-22 18:00,18.3,112.3,4.7,0,993.1,1015.9,89.2
862,价寸,2021-04-22 19:00,17.9,110.8,3.9,0,993.4,1016.2,88.3
862,价寸,2021-04-22 20:00,17.6,115.3,3.6,0,994,1016.9,94.6
862,价寸,2021-04-22 21:00,17.7,115.2,4.7,0,994.2,1017.1,89.4
862,价寸,2021-04-22 22:00,17.4,109.2,3.5,0,993.8,1016.7,89.4
862,价寸,2021-04-22 23:00,17.4,111.3,3.8,0,993.7,1016.6,91.8
862,价寸,2021-04-23 00:00,17.3,117,4.7,0,993.6,1016.5,91.7
862,价寸,2021-04-23 01:00,17.6,118.7,3.6,0,993.5,1016.4,83.7
862,价寸,2021-04-23 02:00,17.5,118.3,3.4,0,993,1015.9,83.6
862,价寸,2021-04-23 03:00,16.9,100.9,2.8,0,992.2,1015.1,91
